Year,Month,Day,Weekend?,Hour,Collision Type,Injury Type,Primary Factor,Reported_Location,Latitude,Longitude
2014,5,3,Weekday,800,2-Car,No injury,UNSAFE BACKING,SOUTH PRODUCTION DR,39.10329437,-86.55007171
2014,8,6,Weekday,600,2-Car,No injury,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,SOUTH PRODUCTION DR,39.10329437,-86.55007171
2014,2,3,Weekday,1600,1-Car,No injury,SPEED TOO FAST FOR WEATHER CONDITIONS,SR37S & VICTOR,39.10328611,-86.54911173
2014,10,4,Weekday,1300,1-Car,No injury,UNSAFE BACKING,S FAIRFAX,39.10325486,-86.520384
2014,3,1,Weekend,1600,1-Car,No injury,RAN OFF ROAD RIGHT,DECKARD RIDGE & GILMORE RIDGE RD,39.1032,-86.38
2014,1,3,Weekday,2200,1-Car,No injury,ROADWAY SURFACE CONDITION,E MOORES CREEK & STIPP RD,39.102704,-86.461792
2014,11,3,Weekday,300,1-Car,No injury,UNSAFE SPEED,S ROCKPORT & W COCKRELL,39.101776,-86.576864
2014,3,1,Weekend,1700,1-Car,No injury,RAN OFF ROAD RIGHT,COCKRELL & S ROCKPORT RD,39.10162993,-86.57694637
2014,12,1,Weekday,2300,1-Car,No injury,ANIMAL/OBJECT IN ROADWAY,SR45W & WEST JOHN WILLIAMS,39.10108185,-86.64848723
2014,12,4,Weekday,2300,1-Car,No injury,DRIVER ASLEEP OR FATIGUED,JOHN WILLIAMS & SR45W,39.10108185,-86.64842224
2014,1,2,Weekday,800,1-Car,No injury,RAN OFF ROAD RIGHT,JOHN WILLIAMS & SR45W,39.10108185,-86.64841357
2014,2,7,Weekend,2200,1-Car,No injury,SPEED TOO FAST FOR WEATHER CONDITIONS,SR37S & VICTOR,39.10082938,-86.54762338
2014,3,3,Weekday,1500,1-Car,non-funcitonal,RAN OFF ROAD RIGHT,SOUTH LEONARD SPRINGS RD & WEST FOWLER,39.100752,-86.593504
2014,6,1,Weekend,1400,1-Car,No injury,RAN OFF ROAD RIGHT,FOWLER & S LEONARD SPRINGS RD,39.100752,-86.593504
2014,3,2,Weekday,800,1-Car,No injury,RAN OFF ROAD RIGHT,E MESA & E STIPP RD,39.100432,-86.490864
2014,11,3,Weekday,1500,1-Car,No injury,RAN OFF ROAD RIGHT,FAIRFAX & MOFFETT,39.09990996,-86.51785031
2014,4,3,Weekday,1600,2-Car,No injury,FOLLOWING TOO CLOSELY,E MOFFETT & S FAIRFAX RD,39.09990996,-86.5178503
2014,8,1,Weekend,1600,2-Car,functional,FAILURE TO YIELD RIGHT OF WAY,E MOFFETT & S FAIRFAX RD,39.09990996,-86.5178503
2014,9,5,Weekday,700,2-Car,No injury,FOLLOWING TOO CLOSELY,E MOFFETT LANE & S FAIRFAX RD,39.09990996,-86.5178503
2014,2,1,Weekend,1500,1-Car,functional,ANIMAL/OBJECT IN ROADWAY,2150 E MOFFET LN & ORENAMENTAL,39.09982635,-86.50787115
2014,5,4,Weekday,800,2-Car,No injury,FOLLOWING TOO CLOSELY,PINEWOOD & S WALNUT ST,39.09982326,-86.53143033
2014,6,6,Weekday,1500,2-Car,No injury,FAILURE TO YIELD RIGHT OF WAY,HARRELL & MOFFETT LN,39.099792,-86.498448
2014,1,7,Weekend,1900,1-Car,No injury,ANIMAL/OBJECT IN ROADWAY,SR45W & W HINDS,39.09947986,-86.65167982
2014,11,7,Weekend,800,2-Car,No injury,UNSAFE BACKING,MOFFETT,39.09942627,-86.50015259
2014,9,2,Weekday,1500,2-Car,No injury,FOLLOWING TOO CLOSELY,S OLD STATE ROAD 37 & S ROGERS ST,39.099408,-86.537904
2014,6,6,Weekday,1600,2-Car,No injury,FAILURE TO YIELD RIGHT OF WAY,HINDS & SR45W,39.09937058,-86.65178655
2014,2,2,Weekday,2300,1-Car,No injury,SPEED TOO FAST FOR WEATHER CONDITIONS,N CENTER & SR45,39.09916994,-86.65205139
2014,6,7,Weekend,1000,2-Car,functional,FOLLOWING TOO CLOSELY,HINDS & SR45E,39.09916994,-86.65205139
2014,1,5,Weekday,500,1-Car,No injury,SPEED TOO FAST FOR WEATHER CONDITIONS,HINDS & SR45W,39.099152,-86.652
2014,8,6,Weekday,1400,2-Car,No injury,FOLLOWING TOO CLOSELY,HINDS & SR45W,39.099152,-86.652
2014,11,5,Weekday,1500,3+ Cars,No injury,FOLLOWING TOO CLOSELY,HINDS & SR45W,39.099152,-86.652
2014,11,3,Weekday,600,2-Car,No injury,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,HINDS & SR45W,39.09878383,-86.6525232
2014,8,3,Weekday,2100,1-Car,No injury,RAN OFF ROAD RIGHT,HINDS & SR45W,39.09859974,-86.6527848
2014,8,6,Weekday,1300,2-Car,No injury,FOLLOWING TOO CLOSELY,CONSTITUTION & LIBERTY DR,39.09834571,-86.5768703
2014,6,4,Weekday,500,2-Car,No injury,RAN OFF ROAD RIGHT,HINDS & SR45W,39.09823709,-86.65331172
2014,9,2,Weekday,1700,2-Car,No injury,FOLLOWING TOO CLOSELY,SR45W & W HINDS,39.09823709,-86.65331172
2014,9,6,Weekday,1700,2-Car,No injury,OTHER (VEHICLE) - EXPLAIN IN NARRATIVE,HINDS & SR45W,39.09791987,-86.65502648
2014,10,5,Weekday,1100,1-Car,No injury,SPEED TOO FAST FOR WEATHER CONDITIONS,ROCKPORT ROAD RDS & WEST BOLIN RD,39.0978812,-86.57508999
2014,1,6,Weekday,0,1-Car,No injury,SPEED TOO FAST FOR WEATHER CONDITIONS,E CHERRY & S FAIRFAX RD,39.09784,-86.5168
2014,11,4,Weekday,1400,1-Car,non-funcitonal,RAN OFF ROAD RIGHT,SR45W,39.09772873,-86.65816498
2014,9,6,Weekday,500,1-Car,No injury,ANIMAL/OBJECT IN ROADWAY,SR45W & W HINDS,39.09749309,-86.65665092
2014,11,2,Weekday,800,1-Car,No injury,RAN OFF ROAD RIGHT,S ROCKPORT & W HENNESSY,39.096496,-86.55672021
2014,1,7,Weekend,2100,1-Car,No injury,SPEED TOO FAST FOR WEATHER CONDITIONS,AIRLINE & HANDY RD,39.09587994,-86.49366685
2014,2,4,Weekday,700,1-Car,non-funcitonal,RAN OFF ROAD RIGHT,E FIRST SANDERS & S FAIRFAX RD,39.09518736,-86.51332005
2014,11,6,Weekday,900,2-Car,No injury,FAILURE TO YIELD RIGHT OF WAY,SR37N & VICTOR,39.09431839,-86.55906677
2014,10,1,Weekend,1700,2-Car,No injury,DISREGARD SIGNAL/REG SIGN,SR37S & VICTOR,39.09431839,-86.55906677
2014,12,4,Weekday,1800,2-Car,No injury,UNSAFE BACKING,S HANDY,39.0938614,-86.4878725
2014,2,4,Weekday,1100,1-Car,No injury,RAN OFF ROAD RIGHT,HARMONY & WEST MAY RD,39.093744,-86.638304
2014,3,3,Weekday,0,1-Car,No injury,UNSAFE BACKING,W MAY RD,39.09365845,-86.6384201
2014,2,6,Weekday,1500,1-Car,No injury,RAN OFF ROAD RIGHT,S BLAIKLEE & W MAY RD,39.0934398,-86.61231034
2014,4,1,Weekend,900,1-Car,No injury,RAN OFF ROAD RIGHT,S ROCKPORT RD & W MAY,39.093344,-86.5868
2014,6,4,Weekday,900,1-Car,No injury,RAN OFF ROAD RIGHT,OLD RICHARDSON & SR446S,39.09334123,-86.42645263
2014,1,7,Weekend,1300,2-Car,functional,FAILURE TO YIELD RIGHT OF WAY,DILLMAN & SR37S,39.092976,-86.545648
2014,2,2,Weekday,1100,Bus,No injury,FOLLOWING TOO CLOSELY,DILLMAN & SR37S,39.092976,-86.545648
2014,3,7,Weekend,1200,3+ Cars,functional,FAILURE TO YIELD RIGHT OF WAY,DILLMAN & SR37S,39.092976,-86.545648
2014,10,7,Weekend,1100,2-Car,non-funcitonal,FAILURE TO YIELD RIGHT OF WAY,E DILLMAN & SR37S,39.092976,-86.545648
2014,3,2,Weekday,1900,2-Car,functional,UNSAFE SPEED,S OLD STATE ROAD 37 RD & STATE ROAD 37,39.09295969,-86.54403028
2014,1,5,Weekday,2000,2-Car,No injury,LEFT OF CENTER,E DILLMAN RD & S EMPIRE,39.092928,-86.54176
2014,2,6,Weekend,1900,1-Car,No injury,RAN OFF ROAD RIGHT,1050 DILLMAN RD & DILLMAN,39.09264591,-86.51724863
2014,10,6,Weekday,1500,1-Car,functional,UNSAFE SPEED,1371 E DILLMAN & S FAIRFAX,39.09264,-86.51672
2014,7,3,Weekday,2000,2-Car,No injury,FAILURE TO YIELD RIGHT OF WAY,E DILLMAN & S FAIRFAX RD,39.09261033,-86.51702016
2014,2,5,Weekday,500,1-Car,No injury,ANIMAL/OBJECT IN ROADWAY,FAIRFAX RD & RAYLETOWN,39.0925715,-86.51671393
2014,6,1,Weekend,1600,1-Car,No injury,RAN OFF ROAD RIGHT,PAYNETOWN CAMPGROUND & SR446N,39.092112,-86.422832
2014,5,6,Weekday,1800,1-Car,No injury,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,STATE ROAD 446 HWY,39.09188882,-86.42310462
2014,11,6,Weekday,1800,1-Car,functional,ANIMAL/OBJECT IN ROADWAY,SR45W & STANFORD,39.09171295,-86.66372607
2014,9,3,Weekday,2200,2-Car,No injury,RAN OFF ROAD RIGHT,STANFORD RD,39.09145737,-86.66584014
2014,8,7,Weekend,1400,Moped/Motorcycle,functional,ROADWAY SURFACE CONDITION,PAYNETOWN SRA & SR446S,39.09077267,-86.42254836
2014,6,3,Weekday,1300,1-Car,functional,UNSAFE SPEED,SR45N & STANFORD,39.0907082,-86.66506908
2014,3,5,Weekday,1400,2-Car,No injury,LEFT OF CENTER,SR45W & STANFORD,39.09040189,-86.66553064
2014,4,3,Weekday,600,2-Car,functional,UNSAFE LANE MOVEMENT,S STANFORD & SR45W,39.09028951,-86.66568531
2014,10,4,Weekday,900,1-Car,No injury,RAN OFF ROAD RIGHT,SR45W & STANFORD,39.08993365,-86.66617511
2014,6,5,Weekday,0,1-Car,functional,RAN OFF ROAD RIGHT,HANDY RIDGE RD,39.08986213,-86.47741936
2014,4,6,Weekday,1600,2-Car,No injury,UNSAFE SPEED,SR45W & STANFORD,39.08984,-86.666304
2014,10,6,Weekday,1300,3+ Cars,No injury,FOLLOWING TOO CLOSELY,STANFORD & W SR 45,39.08984,-86.666304
2014,11,4,Weekday,800,2-Car,functional,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,E RHORER & S OLD SR 37,39.08973159,-86.53134987
2014,9,2,Weekday,1700,2-Car,No injury,FAILURE TO YIELD RIGHT OF WAY,E RHORER & S OLD 37 HWY,39.08973159,-86.53134986
2014,2,6,Weekend,1900,2-Car,No injury,LEFT OF CENTER,SR45 & STANFORD,39.08962597,-86.66664847
2014,10,6,Weekend,2300,1-Car,No injury,SPEED TOO FAST FOR WEATHER CONDITIONS,RED OAK & SR446S,39.08907122,-86.42325955
2014,2,3,Weekday,700,3+ Cars,functional,UNSAFE SPEED,N OLD SR37 & SR37S,39.08750265,-86.54271841
2014,11,6,Weekday,1800,1-Car,No injury,ANIMAL/OBJECT IN ROADWAY,SOUTH BREEDEN & SR45,39.08749403,-86.67013535
2014,2,3,Weekday,700,1-Car,No injury,UNSAFE SPEED,HARMONY RD & KIRKSVILLE,39.08709195,-86.63844981
2014,9,7,Weekend,1400,1-Car,functional,RAN OFF ROAD RIGHT,S BREEDEN & SR45W,39.08701513,-86.67099574
2014,10,3,Weekday,2200,1-Car,non-funcitonal,UNSAFE SPEED,BREEDEN & SR45E,39.08701513,-86.67099574
2014,4,6,Weekday,900,2-Car,No injury,FOLLOWING TOO CLOSELY,BREEDEN & SR45,39.0868555,-86.67128253
2014,4,1,Weekend,0,1-Car,functional,RAN OFF ROAD RIGHT,BREEDEN & SR45W,39.0868555,-86.67128253
2014,11,4,Weekday,2100,1-Car,No injury,ANIMAL/OBJECT IN ROADWAY,BREEDEN & SR45W,39.08684429,-86.67145559
2014,3,1,Weekday,2000,1-Car,No injury,SPEED TOO FAST FOR WEATHER CONDITIONS,BREEDEN & SR45W,39.08683528,-86.67184309
2014,12,6,Weekday,1200,1-Car,No injury,RAN OFF ROAD RIGHT,BREEDEN & SR45W,39.086832,-86.671984
2014,7,1,Weekend,1800,3+ Cars,functional,FOLLOWING TOO CLOSELY,S BREEDEN & SR45W,39.08681297,-86.67416892
2014,1,1,Weekend,1300,1-Car,No injury,RAN OFF ROAD RIGHT,BREEDEN & SR45W,39.08680128,-86.67550806
2014,12,7,Weekend,600,1-Car,No injury,SPEED TOO FAST FOR WEATHER CONDITIONS,OLD STATE RD 37 & SR37S,39.08671047,-86.54365745
2014,12,6,Weekday,800,1-Car,non-funcitonal,RAN OFF ROAD RIGHT,HARMONY & KIRKSVILLE,39.08659676,-86.64544568
2014,9,2,Weekday,2100,1-Car,functional,RAN OFF ROAD RIGHT,RUSH RIDGE & SR446S,39.08652396,-86.42189088
2014,12,2,Weekday,2200,1-Car,No injury,RAN OFF ROAD RIGHT,EMPIRE MILL & OLD STATE ROAD 37,39.08624,-86.542
2014,8,1,Weekend,800,1-Car,No injury,ROADWAY SURFACE CONDITION,RUSH RIDGE & SR446S,39.08587746,-86.42163628
2014,2,1,Weekend,300,1-Car,No injury,SPEED TOO FAST FOR WEATHER CONDITIONS,OLD STATE ROAD 37 RD & SR37,39.085632,-86.542304
2014,2,6,Weekday,1500,2-Car,No injury,SPEED TOO FAST FOR WEATHER CONDITIONS,S OLD STATE ROAD 37 & SR37N,39.085632,-86.542304
2014,2,3,Weekday,800,1-Car,No injury,SPEED TOO FAST FOR WEATHER CONDITIONS,S OLD SR 37 & SR37N,39.085632,-86.542304
2014,3,4,Weekday,1600,Bus,functional,UNSAFE LANE MOVEMENT,OLD STATE ROAD 37 SOUTH RD & SR37S,39.085632,-86.542304
2014,5,6,Weekday,900,2-Car,No injury,UNSAFE BACKING,S OLD SR 37 RD & SR37,39.085632,-86.542304
2014,5,6,Weekday,1200,2-Car,No injury,DISREGARD SIGNAL/REG SIGN,OLD STATE ROAD 37 & SR37S,39.085632,-86.542304
2014,7,5,Weekday,700,2-Car,No injury,FOLLOWING TOO CLOSELY,SOUTH OLD STATE ROAD 37 & SR37S,39.085632,-86.542304
2014,8,6,Weekday,1800,2-Car,No injury,SPEED TOO FAST FOR WEATHER CONDITIONS,SOUTH OLD SR 37 RD & SR37S,39.085632,-86.542304
2014,8,4,Weekday,1600,2-Car,functional,LEFT OF CENTER,S OLD STATE RD 37 HWY & SR37S,39.085632,-86.542304
2014,11,7,Weekend,700,1-Car,No injury,ANIMAL/OBJECT IN ROADWAY,OLD SR 37,39.085632,-86.542304
2014,7,5,Weekday,2200,1-Car,No injury,RAN OFF ROAD RIGHT,OLD RICHARDSON & SR446S,39.08542162,-86.42645263
2014,4,2,Weekday,1700,1-Car,No injury,OTHER (ENVIRONMENTAL) - EXPLAIN IN NARR,RUSH RIDGE & SR446S,39.08518299,-86.42106731
2014,9,1,Weekend,1500,Moped/Motorcycle,No injury,OVERCORRECTING/OVERSTEERING,RUSH RIDGE & SR446S,39.08518299,-86.42106731
2014,3,5,Weekday,2000,1-Car,No injury,ANIMAL/OBJECT IN ROADWAY,OLD STATE ROAD 37S & SR37S,39.08449007,-86.54132519
2014,4,7,Weekend,200,1-Car,No injury,ANIMAL/OBJECT IN ROADWAY,SOUTH OLD STATE ROAD 37 & SR37S,39.08449007,-86.54132519
2014,12,7,Weekend,700,1-Car,No injury,SPEED TOO FAST FOR WEATHER CONDITIONS,OLD STATE RD 37 & SR37S,39.08449007,-86.54132519
2014,2,5,Weekday,2100,2-Car,No injury,DISREGARD SIGNAL/REG SIGN,SR OLD 37 & SR37S,39.08384,-86.540768
2014,7,3,Weekday,1500,2-Car,functional,FOLLOWING TOO CLOSELY,S ROCKPORT RD & W TRAMWAY,39.083744,-86.592592
2014,11,3,Weekday,1600,1-Car,No injury,RAN OFF ROAD RIGHT,E EMPIRE & OLD STATE ROAD 37,39.083248,-86.5408
2014,12,2,Weekday,1800,1-Car,functional,RAN OFF ROAD RIGHT,E 2ND SANDERS & FAIRFAX,39.08161593,-86.51529386
2014,7,4,Weekday,200,1-Car,functional,RAN OFF ROAD RIGHT,SOUTH FAIRFAX RD & SR37S,39.080448,-86.514416
2014,4,5,Weekday,2200,1-Car,No injury,RAN OFF ROAD RIGHT,6695 S HARMONY RD & W KOONTZ,39.079248,-86.6304
2014,9,4,Weekday,1600,Bus,No injury,LEFT OF CENTER,LODGE RD & ROCKPORT,39.07899411,-86.59294448
2014,12,4,Weekday,1600,2-Car,No injury,LEFT OF CENTER,S BREEDEN & SR45W,39.07894135,-86.67573651
2014,2,4,Weekday,800,2-Car,No injury,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,PINEWOOD & S WALNUT ST,39.07869224,-86.53143033
2014,9,2,Weekday,0,1-Car,No injury,ANIMAL/OBJECT IN ROADWAY,1ST & FAIRFAX RD,39.07808961,-86.51154656
2014,12,3,Weekday,1100,1-Car,No injury,OVERCORRECTING/OVERSTEERING,HOBART & OLD SR 37,39.0769972,-86.54097967
2014,2,4,Weekday,700,Bus,No injury,LEFT OF CENTER,BIRCH ROAD RD & TOM PHILLIPS RD,39.075952,-86.666192
2014,8,5,Weekday,1200,Moped/Motorcycle,functional,ROADWAY SURFACE CONDITION,FLUCKMILL RD & VICTOR,39.07387746,-86.57104254
2014,2,6,Weekday,1600,2-Car,No injury,IMPROPER TURNING,17TH ST & FORREST,39.07323635,-86.52249992
2014,7,5,Weekday,1700,Moped/Motorcycle,non-funcitonal,FAILURE TO YIELD RIGHT OF WAY,PHYLLIS & ROGERS ST,39.07308521,-86.54028967
2014,7,1,Weekend,500,1-Car,No injury,UNSAFE BACKING,FAIRFAX RD,39.07264709,-86.5041275
2014,10,7,Weekend,1800,1-Car,No injury,UNSAFE SPEED,EAST RUSH RIDGE & SR446E,39.07231178,-86.41636478
2014,6,3,Weekday,2000,1-Car,functional,RAN OFF ROAD RIGHT,FLUCK MILL RD & MAMIE EADS,39.07183997,-86.56615732
2014,8,6,Weekday,600,1-Car,No injury,DRIVER ASLEEP OR FATIGUED,S MAMIE EADS & W FLUCK MILL RD,39.07176,-86.565824
2014,8,3,Weekday,1100,1-Car,functional,RAN OFF ROAD RIGHT,SMITHVILLE ROAD RD & ZIKES,39.071344,-86.5252
2014,12,4,Weekday,1800,1-Car,No injury,RAN OFF ROAD RIGHT,SMITHVILLE & SR37,39.07133594,-86.52538403
2014,4,1,Weekend,0,1-Car,functional,RAN OFF ROAD RIGHT,KETCHAM RUN & SMITHVILLE,39.07121208,-86.54550791
2014,6,7,Weekend,800,2-Car,No injury,FAILURE TO YIELD RIGHT OF WAY,FAIRFAX RD & SMITHVILLE,39.071152,-86.503088
2014,6,5,Weekday,1800,2-Car,No injury,FAILURE TO YIELD RIGHT OF WAY,FAIRFAX RD & RAMP CREEK,39.07114998,-86.50319002
2014,9,2,Weekday,1900,1-Car,No injury,IMPROPER TURNING,FAIRFAX RD & RAMP CREEK,39.07114998,-86.50319002
2014,1,6,Weekday,900,2-Car,No injury,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,SMITHVILLE RD & STRAIN RIDGE,39.07112,-86.507008
2014,3,1,Weekday,2200,2-Car,No injury,FOLLOWING TOO CLOSELY,RAMP 14 & SR45W,39.07110977,-86.50228881
2014,4,4,Weekday,1500,2-Car,No injury,FOLLOWING TOO CLOSELY,RAMP 14 & SR45W,39.07110977,-86.50228881
2014,7,5,Weekday,1300,2-Car,functional,FOLLOWING TOO CLOSELY,RAMP 14 & SR45W,39.07110977,-86.50228881
2014,7,2,Weekday,1200,2-Car,No injury,FAILURE TO YIELD RIGHT OF WAY,SMITHVILLE & STRAIN RIDGE RD,39.07110974,-86.50704972
2014,1,4,Weekday,700,2-Car,No injury,FOLLOWING TOO CLOSELY,SMITHVILLE RD & SR37N,39.071056,-86.5356
2014,2,4,Weekday,1500,2-Car,non-funcitonal,FAILURE TO YIELD RIGHT OF WAY,SMITHVILLE & SR37S,39.071056,-86.5356
2014,7,4,Weekday,900,2-Car,No injury,FAILURE TO YIELD RIGHT OF WAY,SMITHVILLE & SR37S,39.071056,-86.5356
2014,9,6,Weekday,1500,2-Car,No injury,FOLLOWING TOO CLOSELY,E SMITHVILLE & SR37S,39.071056,-86.5356
2014,2,4,Weekday,1200,1-Car,No injury,RAN OFF ROAD RIGHT,BAKERSFIELD & SMITHVILLE RD,39.07062024,-86.51904993
2014,12,4,Weekday,1800,1-Car,No injury,ANIMAL/OBJECT IN ROADWAY,SMITHVILLE & SR37,39.07050671,-86.53560702
2014,11,6,Weekday,1800,1-Car,No injury,RAN OFF ROAD RIGHT,S STRAINRIDGE,39.07033157,-86.50749207
2014,10,7,Weekend,0,1-Car,No injury,RAN OFF ROAD RIGHT,E NORTH & STRAIN RIDGE RD,39.07032914,-86.50749379
2014,11,3,Weekday,1000,2-Car,No injury,UNSAFE LANE MOVEMENT,POINTE & STRAINRIDGE,39.070301,-86.507506
2014,10,4,Weekday,0,1-Car,No injury,RAN OFF ROAD RIGHT,S FAIRFAX RD & S LOCUST,39.070256,-86.503232
2014,8,1,Weekend,1400,1-Car,No injury,RAN OFF ROAD RIGHT,BREEDEN RD & W GRAVES,39.06854543,-86.67140007
2014,1,5,Weekday,2100,1-Car,non-funcitonal,RAN OFF ROAD RIGHT,EAST BERNICE & SOUTH FAIRFAX RD,39.068496,-86.50312
2014,7,7,Weekend,1600,1-Car,No injury,TOW HITCH FAILURE,CUTRIGHT SRA & SR446S,39.06725965,-86.41561686
2014,12,3,Weekday,2000,1-Car,non-funcitonal,SPEED TOO FAST FOR WEATHER CONDITIONS,E HAYS & SR446S,39.06567061,-86.40818738
2014,1,1,Weekend,100,1-Car,functional,SPEED TOO FAST FOR WEATHER CONDITIONS,EAST ROGERS & SOUTH OLD ST RD 37 HWY,39.06441491,-86.54105544
2014,12,4,Weekday,1500,2-Car,No injury,FAILURE TO YIELD RIGHT OF WAY,S OLD STATE RD 37 & W ROGERS,39.06392008,-86.54097028
2014,2,6,Weekday,1000,2-Car,No injury,FOLLOWING TOO CLOSELY,S VICTOR PIKE,39.063136,-86.579472
2014,10,3,Weekday,200,2-Car,No injury,IMPROPER LANE USAGE,SR446S & WALDRIP CREEK,39.06173282,-86.41444601
2014,7,5,Weekday,1800,1-Car,No injury,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,EAST WALDRIP CREEK RD & SR446S,39.0613398,-86.41417802
2014,4,4,Weekday,2100,1-Car,No injury,RAN OFF ROAD RIGHT,SR446S & WALDRIP CREEK,39.0613212,-86.4144235
2014,1,2,Weekday,2100,1-Car,No injury,RAN OFF ROAD RIGHT,CAROWINDS & FAIRFAX RD,39.06104,-86.498448
2014,6,3,Weekday,1700,1-Car,No injury,RAN OFF ROAD RIGHT,SR446 & WALDRIP CREEK RD,39.06081497,-86.41626007
2014,12,1,Weekday,2100,2-Car,No injury,FOLLOWING TOO CLOSELY,SCOTT & STRAIN RIDGE,39.05687995,-86.50779001
2014,12,7,Weekend,900,1-Car,No injury,RAN OFF ROAD RIGHT,S STRAINRIDGE & SCOTT,39.056848,-86.507776
2014,12,7,Weekend,800,2-Car,No injury,RAN OFF ROAD RIGHT,ROCKPORT & VICTOR,39.0564548,-86.60574519
2014,9,7,Weekend,1300,2-Car,No injury,FAILURE TO YIELD RIGHT OF WAY,HARMONY & SR7500W,39.05585861,-86.61650848
2014,1,3,Weekday,700,1-Car,No injury,RAN OFF ROAD RIGHT,S ROCKPORT RD RD & STANSIIFER,39.054745,-86.57585978
2014,6,7,Weekend,2000,Moped/Motorcycle,functional,LEFT OF CENTER,S FAIRFAX RD & S WISLEY,39.054608,-86.498432
2014,5,6,Weekend,1900,1-Car,No injury,RAN OFF ROAD RIGHT,S BURCH RD & S MOUNT ZION,39.05424,-86.638944
2014,9,5,Weekday,1500,1-Car,No injury,RAN OFF ROAD RIGHT,S ROCKPORT RD & S VICTOR,39.053744,-86.606304
2014,3,1,Weekend,1400,1-Car,No injury,RAN OFF ROAD RIGHT,BOTTOM & SR37S,39.05370432,-86.55792236
2014,12,3,Weekday,600,1-Car,No injury,ANIMAL/OBJECT IN ROADWAY,SR37S & ZIKES,39.05308133,-86.5358382
2014,1,5,Weekday,2100,2-Car,No injury,UNSAFE BACKING,1 ST & S MAIN ST,39.05298165,-86.51574008
2014,7,4,Weekday,100,1-Car,No injury,RAN OFF ROAD RIGHT,1ST AVENUE SANDERS & SOUTH FAIRFAX RD,39.05298165,-86.51332005
2014,3,4,Weekday,0,1-Car,No injury,ANIMAL/OBJECT IN ROADWAY,7955 HARMONY RD & ROCKPORT,39.05232151,-86.61140222
2014,4,3,Weekday,1500,1-Car,functional,ANIMAL/OBJECT IN ROADWAY,SR37S & ZIKES,39.05055459,-86.53587315
2014,5,1,Weekend,1700,2-Car,non-funcitonal,UNSAFE SPEED,OLD 37 HWY & S ORCHARD,39.05027645,-86.53130024
2014,1,1,Weekend,1800,1-Car,functional,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,SR446S & WALDRIP CREEK,39.05005393,-86.40981894
2014,4,6,Weekday,200,1-Car,No injury,RAN OFF ROAD RIGHT,SR37 & ZIKES RD,39.04949752,-86.53236845
2014,5,6,Weekend,2300,1-Car,No injury,ANIMAL/OBJECT IN ROADWAY,SR37S & ZIKES,39.049456,-86.535888
2014,2,1,Weekend,1700,1-Car,No injury,RAN OFF ROAD RIGHT,SR37S & ZIKES,39.04670943,-86.53586743
2014,6,6,Weekday,600,1-Car,No injury,ANIMAL/OBJECT IN ROADWAY,SR37N & ZIKES,39.04533614,-86.53585714
2014,8,2,Weekday,200,1-Car,No injury,ANIMAL/OBJECT IN ROADWAY,SR37S & ZIKES,39.04396287,-86.53584423
2014,12,5,Weekday,1900,1-Car,No injury,ANIMAL/OBJECT IN ROADWAY,S OLD SR 37 & W CEDAR BLUFF,39.04212982,-86.54117011
2014,2,2,Weekday,1500,Bus,No injury,UNSAFE BACKING,W CEDAR BLUFF RD,39.04171584,-86.55704889
2014,2,3,Weekday,500,Bus,No injury,SPEED TOO FAST FOR WEATHER CONDITIONS,EAST POINTE RD & POINTE VIEW,39.03492004,-86.50863031
2014,7,1,Weekend,1700,2-Car,non-funcitonal,FAILURE TO YIELD RIGHT OF WAY,ALLENS CREEK & SR446S,39.034112,-86.408208
2014,9,2,Weekday,1000,1-Car,No injury,FAILURE TO YIELD RIGHT OF WAY,S FAIRFAX RD,39.03407288,-86.4906311
2014,4,6,Weekday,1300,1-Car,No injury,VIEW OBSTRUCTED,STRAIN RIDGE RD,39.03269984,-86.52091339
2014,2,5,Weekday,100,1-Car,No injury,ANIMAL/OBJECT IN ROADWAY,GORE & OLD SR 37 RD,39.032544,-86.541696
2014,2,4,Weekday,800,1-Car,No injury,RAN OFF ROAD RIGHT,FAIRFAX & POINT RD,39.0324799,-86.48987328
2014,5,7,Weekend,1900,1-Car,functional,RAN OFF ROAD RIGHT,8645 SOUTH BREEDEN RD & ROCKEAST,39.03203603,-86.66166902
2014,1,5,Weekday,1000,1-Car,No injury,SPEED TOO FAST FOR WEATHER CONDITIONS,ALLENS CREEK & SR446N,39.03126907,-86.42194366
2014,1,5,Weekday,900,1-Car,No injury,RAN OFF ROAD RIGHT,ALLENS CREEK & SR446S,39.03014083,-86.40774745
2014,10,3,Weekday,0,1-Car,No injury,SPEED TOO FAST FOR WEATHER CONDITIONS,ALLENS CREEK & SR446S,39.03014083,-86.40774745
2014,4,5,Weekday,1500,1-Car,No injury,RAN OFF ROAD RIGHT,CHAPEL HILL & SR446N,39.03010902,-86.40775852
2014,6,2,Weekday,1600,1-Car,No injury,SPEED TOO FAST FOR WEATHER CONDITIONS,ALLENS CREEK & SR446S,39.02987578,-86.40783977
