Year,Month,Day,Weekend?,Hour,Collision Type,Injury Type,Primary Factor,Reported_Location,Latitude,Longitude
2015,8,3,Weekday,1200,2-Car,functional,FOLLOWING TOO CLOSELY,COLLEGE MALL & KROGER WEST DRIVE,0,0
2015,8,2,Weekday,900,2-Car,No injury,FOLLOWING TOO CLOSELY,ARLINGTON & SR46,39.187184,-86.551408
2015,8,3,Weekday,1400,2-Car,functional,FOLLOWING TOO CLOSELY,BLOOMFIELD & STONE,39.15317955,-86.56602949
2015,8,4,Weekday,300,1-Car,No injury,RAN OFF ROAD RIGHT,NORTH OAK & WEST KIRKWOOD,39.166784,-86.5468
2015,8,4,Weekday,600,1-Car,No injury,ANIMAL/OBJECT IN ROADWAY,FAIRFAX & OLD STATE ROAD 37,0,0
2015,8,4,Weekday,800,2-Car,No injury,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,45,39.16424,-86.49268147
2015,8,4,Weekday,1100,2-Car,No injury,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,HAWTHORNE & KIRKWOOD,0,0
2015,8,3,Weekday,1500,2-Car,functional,DISREGARD SIGNAL/REG SIGN,OLD 37 & W CHURCH,39.10725988,-86.53149001
2015,8,4,Weekday,1500,2-Car,No injury,IMPROPER PASSING,WINDING,0,0
2015,8,4,Weekday,1500,Bus,No injury,UNSAFE BACKING,CUSTER & TECUMSEH,39.221952,-86.626352
2015,8,4,Weekday,1600,2-Car,No injury,IMPROPER TURNING,LOUDEN & REEVES,39.231344,-86.640096
2015,8,2,Weekday,2300,2-Car,No injury,OTHER (VEHICLE) - EXPLAIN IN NARRATIVE,WAYPORT,39.26361084,-86.5217514
2015,8,5,Weekday,1700,2-Car,No injury,IMPROPER TURNING,E 10TH,39.17149326,-86.51131082
2015,8,5,Weekday,1700,2-Car,No injury,IMPROPER TURNING,E 9TH & N COLLEGE,39.17045112,-86.53484836
2015,8,5,Weekday,2300,Moped/Motorcycle,functional,ANIMAL/OBJECT IN ROADWAY,COUNTYLINE & REEVES,0,0
2015,8,4,Weekday,1200,2-Car,No injury,IMPROPER TURNING,E 3RD,39.16456,-86.5550845
2015,8,5,Weekday,1100,2-Car,No injury,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,SOUTH WALNUT,39.13432546,-86.52733091
2015,8,4,Weekday,700,2-Car,No injury,FAILURE TO YIELD RIGHT OF WAY,THAT & VICTOR,39.11464,-86.5464
2015,8,5,Weekday,800,2-Car,No injury,FAILURE TO YIELD RIGHT OF WAY,N MATTHEWS & W MAPLE GROVE,39.245408,-86.6204
2015,8,6,Weekday,900,1-Car,No injury,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,W 3RD ST,39.16424,-86.4908
2015,7,7,Weekend,1000,2-Car,functional,DISREGARD SIGNAL/REG SIGN,COLLEGE & KIRKWOOD,39.16664,-86.5348
2015,8,6,Weekday,700,3+ Cars,No injury,FAILURE TO YIELD RIGHT OF WAY,ON RAMP TO NB SR 37 & SR 45,0,0
2015,8,6,Weekday,900,Cyclist,non-funcitonal,FAILURE TO YIELD RIGHT OF WAY,298 W COUNTRY CLUB & S MADISON,39.136524,-86.53554796
2015,8,6,Weekday,900,2-Car,No injury,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,EAST 3RD,39.16464,-86.569392
2015,8,6,Weekday,1100,2-Car,No injury,UNSAFE LANE MOVEMENT,E 13TH,39.17528947,-86.52226906
2015,8,6,Weekday,800,2-Car,No injury,FAILURE TO YIELD RIGHT OF WAY,W 15TH,39.176848,-86.552592
2015,8,6,Weekday,1300,2-Car,No injury,IMPROPER PASSING,E 3RD & OVERHILL,39.164272,-86.501488
2015,8,6,Weekday,1100,2-Car,non-funcitonal,FOLLOWING TOO CLOSELY,E 3RD & SO JEFFERSON,39.164304,-86.506992
2015,8,6,Weekday,1400,2-Car,non-funcitonal,FAILURE TO YIELD RIGHT OF WAY,3RD & GRANT,39.16464,-86.529728
2015,8,6,Weekday,1500,2-Car,No injury,FOLLOWING TOO CLOSELY,ATWATER & FESS,39.163328,-86.525808
2015,8,6,Weekday,1700,3+ Cars,No injury,FOLLOWING TOO CLOSELY,SOUTH HICKORY LEAF & SR45W,39.145152,-86.5776
2015,8,6,Weekday,1700,2-Car,functional,FOLLOWING TOO CLOSELY,E 3RD & SOUTH COLLEGE MALL,39.16424,-86.4984
2015,8,6,Weekend,2100,3+ Cars,functional,FOLLOWING TOO CLOSELY,17TH & 45 46,0,0
2015,8,4,Weekday,1400,2-Car,No injury,UNSAFE BACKING,W FULLERTON,39.123376,-86.58224
2015,8,4,Weekday,1900,1-Car,functional,RAN OFF ROAD RIGHT,LEISURE & S FAIRFAX,39.07247968,-86.50356017
2015,8,5,Weekday,1600,1-Car,No injury,RAN OFF ROAD RIGHT,MONROE DAM & TAILWATER,0,0
2015,8,6,Weekday,1300,1-Car,No injury,RAN OFF ROAD RIGHT,HIGH & ROGERS,39.13642257,-86.50816967
2015,8,5,Weekday,1600,1-Car,No injury,IMPROPER TURNING,S WALNUT,39.15422171,-86.5336
2015,8,6,Weekend,2300,2-Car,No injury,IMPROPER TURNING,INDIANA & KIRKWOOD,39.16691459,-86.52690396
2015,8,7,Weekend,300,2-Car,No injury,FAILURE TO YIELD RIGHT OF WAY,3RD & GRANT,39.16464,-86.529728
2015,8,6,Weekend,2200,2-Car,No injury,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,EAST 3RD,39.164752,-86.573104
2015,8,6,Weekday,1200,Bus,No injury,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,E 3RD & S COLLEGE MALL,39.16424,-86.4984
2015,8,6,Weekday,1200,2-Car,functional,FAILURE TO YIELD RIGHT OF WAY,17TH & COLLEGE,39.17874028,-86.53472169
2015,8,7,Weekend,1000,2-Car,No injury,UNSAFE LANE MOVEMENT,N WALNUT & W 9TH,39.170544,-86.533536
2015,8,7,Weekend,1200,2-Car,No injury,FAILURE TO YIELD RIGHT OF WAY,NORTH & S HENDERSON,39.144848,-86.526848
2015,8,6,Weekday,1700,2-Car,No injury,FOLLOWING TOO CLOSELY,SR4546E & WALNUT,39.186368,-86.5344
2015,8,7,Weekend,1700,3+ Cars,No injury,FOLLOWING TOO CLOSELY,3RD & WOODLAWN,39.16438903,-86.52382592
2015,8,7,Weekend,1800,2-Car,No injury,UNSAFE BACKING,S WALNUT,39.170544,-86.533536
2015,8,7,Weekend,1700,2-Car,No injury,FAILURE TO YIELD RIGHT OF WAY,1609 S ROGERS & HILLSIDE,39.15064,-86.538592
2015,8,6,Weekend,2200,2-Car,No injury,FAILURE TO YIELD RIGHT OF WAY,E 17TH & N DUNN,39.17904,-86.5284
2015,8,7,Weekend,1500,2-Car,No injury,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,W TIMBERS,0,0
2015,8,7,Weekend,2300,2-Car,No injury,FAILURE TO YIELD RIGHT OF WAY,3RD & WASHINGTON,39.16464,-86.5324
2015,8,7,Weekend,2200,Pedestrian,functional,PEDESTRIAN ACTION,NORTH WALNUT,39.18354797,-86.53302764
2015,8,7,Weekend,1000,2-Car,No injury,FOLLOWING TOO CLOSELY,OLD SR 37 & WALNUT,39.20704,-86.534704
2015,8,1,Weekend,1200,2-Car,No injury,UNSAFE BACKING,S WALNUT,39.13736,-86.529904
2015,8,1,Weekend,900,Cyclist,non-funcitonal,FAILURE TO YIELD RIGHT OF WAY,HILLSIDE & NANCY,39.150544,-86.511088
2015,5,4,Weekday,600,1-Car,No injury,ANIMAL/OBJECT IN ROADWAY,HINDS & SR45W,39.09640983,-86.6577342
2015,5,5,Weekday,800,2-Car,No injury,FOLLOWING TOO CLOSELY,GRAND & PROFILE,39.16658968,-86.59259006
2015,5,5,Weekday,1200,2-Car,non-funcitonal,FAILURE TO YIELD RIGHT OF WAY,SMITHVILLE & SR37S,39.16424,-86.480688
2015,5,5,Weekday,1400,2-Car,functional,FOLLOWING TOO CLOSELY,OLD STATE ROAD 37 & ROGERS,39.06392008,-86.54097028
2015,5,5,Weekday,1400,1-Car,non-funcitonal,RAN OFF ROAD RIGHT,SR446 & WALDRIP CREEK,39.26987834,-86.42356109
2015,5,6,Weekday,600,2-Car,No injury,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,N MAPLE,39.17666426,-86.542096
2015,5,6,Weekday,1100,2-Car,No injury,IMPROPER PASSING,E 3RD,39.16424,-86.4939483
2015,5,6,Weekday,1200,3+ Cars,No injury,FOLLOWING TOO CLOSELY,4TH & WALNUT,39.165648,-86.5336
2015,5,6,Weekday,1300,1-Car,No injury,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,ASHWOOD & RIDGEMOOR,0,0
2015,5,6,Weekday,1200,2-Car,No injury,UNSAFE SPEED,SR46W & UNION VALLEY,39.215152,-86.5928
2015,5,6,Weekday,1500,2-Car,non-funcitonal,FOLLOWING TOO CLOSELY,SR37 & W VERNAL,39.176544,-86.5624
2015,5,6,Weekday,1200,2-Car,No injury,UNSAFE BACKING,SOUTH WALNUT,39.189968,-86.533232
2015,5,6,Weekday,1300,2-Car,functional,FAILURE TO YIELD RIGHT OF WAY,EAST WILSON & SOUTH WALNUT,39.15149164,-86.5336867
2015,5,5,Weekday,1600,1-Car,No injury,RAN OFF ROAD RIGHT,W DILLMAN,39.09292884,-86.54846101
2015,5,7,Weekend,800,2-Car,functional,FOLLOWING TOO CLOSELY,E MILLER & S WALNUT,39.14689019,-86.53265006
2015,5,7,Weekend,1200,2-Car,No injury,DISREGARD SIGNAL/REG SIGN,S COLLEGE & W 3RD,39.16464,-86.534816
2015,5,7,Weekend,1400,3+ Cars,No injury,FOLLOWING TOO CLOSELY,HENDERSON & HILLSIDE,39.15064,-86.52696
2015,5,7,Weekend,1200,1-Car,non-funcitonal,DRIVER ILLNESS,NORTH JACKSON & WEST 17TH,39.179024,-86.539616
2015,5,7,Weekend,1600,2-Car,No injury,SPEED TOO FAST FOR WEATHER CONDITIONS,W HEATHERWOOD,39.126592,-86.59038848
2015,5,5,Weekday,1600,2-Car,No injury,UNSAFE BACKING,W JACOB,39.1652565,-86.57553863
2015,5,7,Weekend,1400,1-Car,No injury,SPEED TOO FAST FOR WEATHER CONDITIONS,HIGH & WINSLOW,39.136144,-86.50844867
2015,5,7,Weekend,1000,2-Car,No injury,FAILURE TO YIELD RIGHT OF WAY,S COLLEGE MALL,39.15412578,-86.49786768
2015,5,7,Weekend,1200,2-Car,No injury,FOLLOWING TOO CLOSELY,S EUCLID & W 2ND,39.16141972,-86.54334422
2015,5,7,Weekend,1300,1-Car,No injury,ANIMAL/OBJECT IN ROADWAY,HARVEST & UNION VALLEY,39.22100907,-86.59268176
2015,5,1,Weekend,1000,Moped/Motorcycle,non-funcitonal,ANIMAL/OBJECT IN ROADWAY,BROWN COUNTY LINE & SR46E,39.15287018,-86.37071228
2015,5,1,Weekend,100,2-Car,No injury,FAILURE TO YIELD RIGHT OF WAY,ROCKPORT & SR37S,39.03565979,-86.61312103
2015,5,1,Weekend,900,1-Car,No injury,OTHER (VEHICLE) - EXPLAIN IN NARRATIVE,S COLLEGE MALL,39.15424374,-86.49787002
2015,5,1,Weekend,1200,2-Car,No injury,UNSAFE BACKING,S COPPER BEECH,39.15524058,-86.57162055
2015,5,1,Weekend,1200,2-Car,functional,DISREGARD SIGNAL/REG SIGN,E 3RD & SO KINGSTON,39.16424,-86.492944
2015,5,1,Weekend,1300,2-Car,No injury,IMPROPER LANE USAGE,E 3RD & S KINGSTON,39.16424,-86.492944
2015,5,7,Weekend,2100,1-Car,No injury,SPEED TOO FAST FOR WEATHER CONDITIONS,E 3RD & FAIRFAX,39.08120867,-86.51514413
2015,5,7,Weekend,2200,1-Car,No injury,SPEED TOO FAST FOR WEATHER CONDITIONS,SMITHVILLE & ZIKES,39.07066347,-86.52928133
2015,5,7,Weekend,2000,1-Car,No injury,SPEED TOO FAST FOR WEATHER CONDITIONS,BROWN CO LINE & SR46E,0,0
2015,5,1,Weekend,1700,3+ Cars,non-funcitonal,BRAKE FAILURE OR DEFECTIVE,N STATE ROAD 37 & W 3RD,39.16445009,-86.57303835
2015,6,2,Weekday,100,1-Car,non-funcitonal,DRIVER ILLNESS,E 10TH & SR46,39.1711361,-86.50184005
2015,6,2,Weekday,200,2-Car,No injury,FAILURE TO YIELD RIGHT OF WAY,10TH & SR46S,39.171648,-86.502096
2015,5,1,Weekend,1200,2-Car,No injury,FOLLOWING TOO CLOSELY,SR37N & VERNAL,39.2506643,-86.56252288
2015,5,6,Weekday,400,Pedestrian,functional,UNSAFE BACKING,S ODELL,39.1264008,-86.52882926
2015,6,2,Weekday,1400,3+ Cars,No injury,FOLLOWING TOO CLOSELY,3RD & WOODSCREST,39.16426617,-86.50241024
2015,6,2,Weekday,1400,2-Car,functional,FAILURE TO YIELD RIGHT OF WAY,LEONARD SPRINGS & TAPP,39.13704,-86.582512
2015,6,2,Weekday,1300,2-Car,functional,FOLLOWING TOO CLOSELY,E 3RD & S WOODSCREST,39.16427024,-86.50241017
2015,6,2,Weekday,1700,2-Car,functional,FOLLOWING TOO CLOSELY,HICKORY LEAF & STATE ROAD 45,39.14547579,-86.57703014
2015,6,2,Weekday,1800,1-Car,No injury,BRAKE FAILURE OR DEFECTIVE,7TH & WOODLAWN,39.16864,-86.523392
2015,6,2,Weekday,1600,3+ Cars,No injury,FOLLOWING TOO CLOSELY,E 2ND & S MORTON,39.161472,-86.53624
2015,5,7,Weekend,0,2-Car,functional,OVERCORRECTING/OVERSTEERING,SR37N & WEST BURMA,39.31695399,-86.51079025
2015,5,1,Weekend,500,1-Car,non-funcitonal,RAN OFF ROAD RIGHT,EAST OLD MEYERS,39.22659302,-86.49227905
2015,6,2,Weekday,2100,2-Car,No injury,FOLLOWING TOO CLOSELY,45 46 & SR37N,39.17571044,-86.52841186
2015,6,2,Weekday,2200,3+ Cars,functional,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,VERMILYA & WALNUT,39.148928,-86.53312
2015,6,3,Weekday,200,1-Car,No injury,ANIMAL/OBJECT IN ROADWAY,SOUTH BREEDEN & WEST GRAVES,39.058176,-86.671264
2015,6,2,Weekday,1300,2-Car,No injury,FOLLOWING TOO CLOSELY,S EUCLID & W 2ND,39.1616,-86.543296
2015,6,2,Weekday,2200,2-Car,No injury,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,W AMARY,0,0
2015,6,3,Weekday,1400,2-Car,non-funcitonal,FAILURE TO YIELD RIGHT OF WAY,MILLER & WALNUT,39.14640902,-86.53238389
2015,6,3,Weekday,1600,2-Car,No injury,FAILURE TO YIELD RIGHT OF WAY,3RD & CURRY,39.16463589,-86.58290999
2015,6,3,Weekday,1600,2-Car,functional,UNSAFE LANE MOVEMENT,DEBORAH & TAPP,39.13666025,-86.56786595
2015,6,3,Weekday,1900,2-Car,non-funcitonal,DISREGARD SIGNAL/REG SIGN,EAST THIRD & INDIANA,39.164448,-86.5268
2015,6,2,Weekday,2200,1-Car,No injury,ANIMAL/OBJECT IN ROADWAY,SR37S & ZIKES,39.04918134,-86.53588594
2015,6,3,Weekday,2100,1-Car,No injury,ANIMAL/OBJECT IN ROADWAY,SR37 & SR46W,39.19434263,-86.55483577
2015,6,3,Weekday,2200,Moped/Motorcycle,,RAN OFF ROAD RIGHT,SR37S & STATE ROAD 45,39.25213398,-86.57504272
2015,6,3,Weekday,1600,2-Car,non-funcitonal,FAILURE TO YIELD RIGHT OF WAY,S WEIMER & W BLOOMFIELD,39.15424012,-86.56434975
2015,6,2,Weekday,1100,1-Car,No injury,SPEED TOO FAST FOR WEATHER CONDITIONS,FAIRFAX & SCHACHT,39.10692427,-86.52339312
2015,6,4,Weekday,1200,2-Car,functional,UNSAFE SPEED,RHORER & WALNUT,39.12144,-86.526496
2015,6,5,Weekday,700,1-Car,No injury,ANIMAL/OBJECT IN ROADWAY,SR46 & SR46E,39.15259324,-86.36949113
2015,5,7,Weekend,1200,2-Car,No injury,FAILURE TO YIELD RIGHT OF WAY,RYAN & TULIP,39.12923992,-86.54164016
2015,6,5,Weekday,1000,2-Car,No injury,IMPROPER TURNING,W WHITEHALL CROSSING,39.17259598,-86.57152557
2015,6,5,Weekday,1100,3+ Cars,functional,FAILURE TO YIELD RIGHT OF WAY,INDUSTRIAL & SR45W,39.14393997,-86.58203887
2015,6,5,Weekday,1200,2-Car,No injury,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,FAIRVIEW & WEST KIRKWOOD,39.166704,-86.5408
2015,6,4,Weekday,0,2-Car,No injury,UNSAFE BACKING,AMARYLLIS,39.18336488,-86.53903104
2015,6,5,Weekday,1200,2-Car,No injury,UNSAFE BACKING,N BELL TRACE,39.16981973,-86.48916542
2015,6,5,Weekday,1400,2-Car,functional,FOLLOWING TOO CLOSELY,KINSER,39.186544,-86.537888
2015,6,5,Weekday,1400,2-Car,No injury,FOLLOWING TOO CLOSELY,COUNTRY CLUB & MADISON,39.136048,-86.536992
2015,6,5,Weekday,1400,1-Car,functional,UNSAFE SPEED,E BRENDA & S HENDERSON,39.151952,-86.526976
2015,6,4,Weekday,1500,2-Car,No injury,FOLLOWING TOO CLOSELY,N CURRY & SR46W,39.19377136,-86.57115422
2015,6,5,Weekday,1800,2-Car,No injury,IMPROPER TURNING,S PATRICIA LANE & W THAT,39.115248,-86.573504
2015,6,5,Weekday,1600,1-Car,No injury,OVERCORRECTING/OVERSTEERING,LOST MANS & NORTH MAPLE GROVE,38.90522441,-86.56966991
2015,6,5,Weekday,100,1-Car,No injury,ANIMAL/OBJECT IN ROADWAY,DILLMAN & EMPIRE,39.09288578,-86.53823586
2015,6,6,Weekday,900,2-Car,No injury,IMPROPER TURNING,10TH & COLLEGE,39.171744,-86.534768
2015,6,5,Weekday,1100,2-Car,No injury,UNSAFE BACKING,KINGSLEY & WINDING WAY,39.1971445,-86.54297335
2015,6,6,Weekday,1100,2-Car,No injury,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,INDIANA & KIRKWOOD,39.16664,-86.526896
2015,6,6,Weekday,1200,2-Car,non-funcitonal,FOLLOWING TOO CLOSELY,DINSMORE & SR45W,39.11504,-86.630992
2015,5,6,Weekday,100,1-Car,No injury,RAN OFF ROAD RIGHT,SOUTH FRIENDSHIP & SR46,39.15555821,-86.40782829
2015,6,6,Weekday,1300,2-Car,No injury,UNSAFE LANE MOVEMENT,SR37N & SR45E,39.148144,-86.572992
2015,6,6,Weekday,1500,Bus,No injury,IMPROPER TURNING,N FEE,39.18217024,-86.51912929
2015,6,6,Weekday,1700,2-Car,No injury,BRAKE FAILURE OR DEFECTIVE,HOWE & ROGERS,39.1624,-86.538592
2015,5,2,Weekday,2200,1-Car,No injury,UNSAFE SPEED,BETHEL,39.21314746,-86.46431744
2015,5,6,Weekday,1600,1-Car,No injury,RAN OFF ROAD RIGHT,GIFFORD & KIRBY,39.15144,-86.610496
2015,5,6,Weekend,2200,1-Car,non-funcitonal,OTHER (VEHICLE) - EXPLAIN IN NARRATIVE,VENTURE & VERNAL,0,0
2015,6,6,Weekday,1700,2-Car,No injury,FAILURE TO YIELD RIGHT OF WAY,ANNA LEE & BLOOMFIELD,39.15802002,-86.55760906
2015,6,6,Weekday,1300,2-Car,No injury,UNSAFE BACKING,S KINGSTON,39.16613673,-86.49283927
2015,6,6,Weekday,1800,2-Car,No injury,IMPROPER TURNING,ISAAC & WESTPLEX,0,0
2015,6,7,Weekend,1100,1-Car,No injury,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,NORTH JACKSON,39.17536457,-86.53975314
2015,6,7,Weekend,1200,2-Car,non-funcitonal,ACCELERATOR FAILURE OR DEFECTIVE,BANTA & COUNTRY CLUB,0,0
2015,6,2,Weekday,2200,1-Car,No injury,ANIMAL/OBJECT IN ROADWAY,SAMPLE & SR37N,39.27302308,-86.52300467
2015,6,6,Weekday,1700,2-Car,No injury,UNSAFE LANE MOVEMENT,SR37N & WAYPORT,39.26167132,-86.52280192
2015,6,5,Weekday,1400,2-Car,No injury,FAILURE TO YIELD RIGHT OF WAY,1285 S LIBERTY & S LIBERTY,39.149552,-86.575936
2015,6,7,Weekend,1700,2-Car,No injury,UNSAFE LANE MOVEMENT,3RD & HIGHLAND,39.16427529,-86.51772694
2015,6,1,Weekend,200,2-Car,No injury,UNSAFE BACKING,W 12TH,39.174352,-86.552592
2015,6,7,Weekend,2200,1-Car,No injury,ANIMAL/OBJECT IN ROADWAY,ACUFF & SR37S,39.2123076,-86.55386352
2015,6,7,Weekend,1200,2-Car,No injury,UNSAFE BACKING,E KIRKWOOD,39.16664,-86.53096555
2015,6,1,Weekend,1200,2-Car,No injury,DISREGARD SIGNAL/REG SIGN,E 1ST & S FESS,39.159344,-86.525872
2015,6,2,Weekday,1500,1-Car,functional,RAN OFF ROAD RIGHT,N MAPLE GROVE & W MAPLE GROVE,39.24744,-86.547792
2015,6,7,Weekend,1500,2-Car,No injury,FAILURE TO YIELD RIGHT OF WAY,CURRY & WOODYARD,39.19028029,-86.58252976
2015,6,1,Weekday,1900,1-Car,functional,UNSAFE SPEED,3RD & SR 446,39.164448,-86.471888
2015,6,1,Weekend,1600,1-Car,No injury,RAN OFF ROAD RIGHT,E CONVENANTER & PICKWICK,39.15505014,-86.50459878
2015,6,7,Weekend,1100,2-Car,No injury,UNSAFE LANE MOVEMENT,CURRY & GIFFORD,39.156896,-86.582704
2015,6,2,Weekday,700,1-Car,No injury,RAN OFF ROAD RIGHT,COMMODORE & RUSSELL,39.18692015,-86.48183608
2015,6,2,Weekday,900,2-Car,No injury,FOLLOWING TOO CLOSELY,DIXIE & WALNUT,39.13534531,-86.5336398
2015,6,2,Weekday,1000,2-Car,No injury,UNSAFE BACKING,E 3RD,39.16424,-86.49418049
2015,6,2,Weekday,1000,2-Car,No injury,FAILURE TO YIELD RIGHT OF WAY,N KINSER & W 17TH,39.178992,-86.537792
2015,6,2,Weekday,1400,2-Car,non-funcitonal,FOLLOWING TOO CLOSELY,KINSER & SR4546W,39.186544,-86.537888
2015,6,6,Weekday,1100,1-Car,No injury,RAN OFF ROAD RIGHT,MONROE DAM & VALLEY MISSION,39.009344,-86.510096
2015,6,2,Weekday,1700,2-Car,No injury,UNSAFE BACKING,FAIRVIEW & W KIRKWOOD,39.166704,-86.5408
2015,6,2,Weekday,900,2-Car,No injury,FOLLOWING TOO CLOSELY,OFF RAMP SOUTHBOUND ST RD 37 & W BLOOMFIELD,0,0
2015,5,1,Weekend,1800,2-Car,No injury,UNSAFE BACKING,PAYNETOWN CAMPGROUND RD & PAYNETOWN ENTRANCE ROAD,39.092112,-86.422832
2015,6,3,Weekday,700,2-Car,non-funcitonal,FOLLOWING TOO CLOSELY,S WALKER & W 2ND,39.16142978,-86.54614023
2015,6,3,Weekday,800,2-Car,No injury,UNSAFE LANE MOVEMENT,10TH & SR46N,39.17189797,-86.5022422
2015,6,3,Weekday,2100,1-Car,No injury,RAN OFF ROAD RIGHT,COLLEGE MALL,39.15687943,-86.49780273
2015,6,4,Weekday,400,1-Car,No injury,ANIMAL/OBJECT IN ROADWAY,SARE & SPICEWOOD,39.140944,-86.496688
2015,6,4,Weekday,600,Bus,No injury,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,E ATWATER & S JORDAN,39.163168,-86.516384
2015,6,2,Weekday,900,1-Car,No injury,ANIMAL/OBJECT IN ROADWAY,BETHAL & SR45E,39.21014003,-86.46297041
2015,6,4,Weekday,700,2-Car,No injury,LEFT OF CENTER,S BURCH & W EVANS,39.079552,-86.666592
2015,6,2,Weekday,1200,2-Car,No injury,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,CURRY & GIFFORD,39.156896,-86.582704
2015,6,2,Weekday,1400,2-Car,No injury,UNSAFE BACKING,SR45W,39.125312,-86.610496
2015,6,3,Weekday,1000,2-Car,No injury,FAILURE TO YIELD RIGHT OF WAY,N JACOBS,39.16852154,-86.57362014
2015,6,3,Weekday,1400,1-Car,No injury,ANIMAL/OBJECT IN ROADWAY,S KIMBLE & W 3RD,39.16464,-86.568
2015,6,4,Weekday,1400,2-Car,No injury,IMPROPER TURNING,1ST & WALNUT,39.159344,-86.5336
2015,6,4,Weekday,1200,2-Car,functional,FAILURE TO YIELD RIGHT OF WAY,E 3RD & KINGSTON,39.1636915,-86.49298227
2015,6,4,Weekday,1500,1-Car,No injury,BRAKE FAILURE OR DEFECTIVE,2ND,39.16144,-86.53209829
2015,6,1,Weekend,1600,1-Car,No injury,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,S TAPP & W ADAMS,0,0
2015,6,4,Weekday,1800,1-Car,No injury,BRAKE FAILURE OR DEFECTIVE,SR37S,39.01342431,-86.53708658
2015,6,4,Weekday,2000,2-Car,No injury,UNSAFE BACKING,CURRY,39.15597153,-86.58300781
2015,6,3,Weekday,1500,2-Car,No injury,INSECURE/LEAKY LOAD,BRYANTS CREEK & SR37N,39.334368,-86.5124
2015,6,3,Weekday,1700,2-Car,functional,UNSAFE LANE MOVEMENT,SR46W,0,0
2015,6,4,Weekday,1200,2-Car,No injury,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,E RHORER & S SARE,39.12144005,-86.51157997
2015,6,5,Weekday,1000,2-Car,No injury,UNSAFE BACKING,1833  N FEE (PARKING LOT) & NORTH FEE,39.171584,-86.518688
2015,6,4,Weekday,1300,2-Car,No injury,UNSAFE BACKING,S MCINTIRE,39.13536072,-86.56948852
2015,6,5,Weekday,1200,2-Car,No injury,IMPROPER PASSING,E KIRKWOOD & S DUNN,39.16664,-86.528192
2015,6,5,Weekday,1100,2-Car,non-funcitonal,LEFT OF CENTER,KEGG & W TAPP,0,0
2015,6,5,Weekday,700,2-Car,non-funcitonal,FOLLOWING TOO CLOSELY,BLUE RIDGE & N WALNUT,39.196848,-86.5344
2015,6,5,Weekday,1400,2-Car,No injury,BRAKE FAILURE OR DEFECTIVE,LOVE & SR46W,39.219152,-86.602304
2015,6,5,Weekday,1500,Bus,No injury,UNSAFE LANE MOVEMENT,E 3RD & FACULTY,39.164352,-86.521088
2015,6,5,Weekday,1600,2-Car,No injury,FOLLOWING TOO CLOSELY,10TH & SR4546S,39.176848,-86.478192
2015,6,5,Weekday,1500,2-Car,No injury,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,W STATE ROAD 45,39.125312,-86.610496
2015,6,6,Weekday,600,1-Car,No injury,ANIMAL/OBJECT IN ROADWAY,ACUFF & SR37,39.20686675,-86.55469409
2015,6,6,Weekday,800,2-Car,functional,FOLLOWING TOO CLOSELY,GRIMES & S WALNUT,39.15344,-86.5336
2015,6,6,Weekday,800,2-Car,No injury,OTHER (ENVIRONMENTAL) - EXPLAIN IN NARR,FULLERTON & SR37,39.12007898,-86.56922069
2015,6,6,Weekday,1100,2-Car,No injury,UNSAFE BACKING,NORTH UNION,39.172144,-86.509392
2015,6,6,Weekday,1100,2-Car,functional,FAILURE TO YIELD RIGHT OF WAY,3011 S LEONARD SPRINGS & BARGE,39.07154747,-86.58260187
2015,6,6,Weekday,1200,2-Car,No injury,FAILURE TO YIELD RIGHT OF WAY,EAST ATWATER & SOUTH CLIFTON,39.163072,-86.5096
2015,6,6,Weekday,1100,2-Car,No injury,UNSAFE SPEED,SR37 & VERNAL,39.20835355,-86.56252288
2015,6,6,Weekday,1700,2-Car,No injury,OVERCORRECTING/OVERSTEERING,E 3RD,39.16422436,-86.49666727
2015,6,6,Weekday,1400,2-Car,non-funcitonal,FAILURE TO YIELD RIGHT OF WAY,GRIMES & S WALNUT,39.15344,-86.5336
2015,6,6,Weekday,1700,2-Car,No injury,FAILURE TO YIELD RIGHT OF WAY,BLOOMFIELD & LIBERTY,0,0
